name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Baltimore, MD, United States",2024-08-01,96.4,71.8,84.9,102.8,71.8,88.7,70.3,65.1,0,0,0,,0,0,21.9,10.6,176.7,1014.2,19.7,9.7,270.2,23.3,10,30,2024-08-01T06:07:03,2024-08-01T20:17:58,0.9,Clear,Clear conditions throughout the day.,clear-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-08-02,97.1,75.5,86.1,107.5,75.5,92.6,74.2,70.4,1.038,100,16.67,rain,0,0,30,14.1,182.7,1010.7,66.7,8.9,283.3,24.6,10,30,2024-08-02T06:07:57,2024-08-02T20:16:55,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-08-03,92.1,74,80,102.2,74,82.9,73.5,82.5,0.744,100,16.67,rain,0,0,33.3,15.6,214.5,1010.2,65.4,9.2,230.6,19.7,10,60,2024-08-03T06:08:51,2024-08-03T20:15:50,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"E8863,C1550,99999913752,72406093721,KBWI,KMTN"
"Baltimore, MD, United States",2024-08-04,84.1,73.2,77.6,91.2,73.2,79.7,72.5,84.9,0.069,100,4.17,rain,0,0,15.9,8.3,223.5,1013.7,64.2,9.7,186.5,16.1,10,60,2024-08-04T06:09:46,2024-08-04T20:14:44,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"E8863,99999913752,C1550,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-08-05,91.4,72.6,82.4,100.8,72.6,86.6,72.5,74.3,0.003,100,4.17,rain,0,0,17.4,10.2,160.8,1016.3,26.2,9.8,288.2,25.1,10,60,2024-08-05T06:10:40,2024-08-05T20:13:36,0.04,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-08-06,92.9,75.2,84.2,104.7,75.2,91,75.2,75.7,0.134,100,8.33,rain,0,0,26.4,12.9,184.5,1013.3,39.4,9.7,213,18.4,10,60,2024-08-06T06:11:35,2024-08-06T20:12:27,0.07,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-08-07,85,74.1,78.3,93.6,74.1,80.5,73.4,85.2,0.189,100,25,rain,0,0,20.4,13.1,81.4,1012.2,89.5,9.6,202.7,17.5,10,30,2024-08-07T06:12:30,2024-08-07T20:11:17,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-08-08,79.2,73.3,77,79.2,73.3,77,75.1,94.1,0.745,100,58.33,rain,0,0,28.6,15.8,84.1,1013.4,99.3,7.6,59.4,5.1,3,30,2024-08-08T06:13:25,2024-08-08T20:10:05,0.14,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-08-09,81.4,77.1,79.7,88.1,77.1,82.8,76.2,89.2,0.687,100,45.83,rain,0,0,35.7,22.3,155.4,1008.7,89.1,7.9,69.7,6,3,30,2024-08-09T06:14:20,2024-08-09T20:08:53,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-08-10,88.5,72.1,80.7,90.9,72.1,82.3,69.2,70.5,0,0,0,,0,0,20.8,10.2,289.6,1014.1,68.6,9.9,277.7,23.8,10,10,2024-08-10T06:15:15,2024-08-10T20:07:39,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-08-11,82.7,68.2,75.2,82.5,68.2,75.1,60,61.2,0.013,100,8.33,rain,0,0,18.3,10.9,300.5,1016.6,53.3,9.9,242.5,21,10,10,2024-08-11T06:16:10,2024-08-11T20:06:24,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-08-12,82.7,64.4,73.8,82,64.4,73.7,58.7,62.4,0,0,0,,0,0,21.9,11.9,289.6,1016.4,51.8,9.9,298.8,25.7,10,10,2024-08-12T06:17:05,2024-08-12T20:05:07,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-08-13,83.7,64.7,74.3,83.3,64.7,74.3,59.6,61.9,0,0,0,,0,0,17.2,7.5,244.6,1017.3,52.2,9.9,285.3,24.6,10,10,2024-08-13T06:18:01,2024-08-13T20:03:50,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-08-14,84.1,65.5,75.2,84.2,65.5,75.3,61.2,63.9,0,0,0,,0,0,15.7,8.3,324.9,1018.2,30.8,9.8,264.4,22.7,9,10,2024-08-14T06:18:56,2024-08-14T20:02:31,0.33,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-08-15,87.3,64.5,76.1,87,64.5,76.1,61.5,63.5,0.004,100,4.17,rain,0,0,13.2,6,333.2,1018.3,23.8,9.9,259.1,22.3,10,10,2024-08-15T06:19:51,2024-08-15T20:01:12,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-08-16,86.6,64.5,77.2,88.4,64.5,78.2,65,68.3,0.008,100,8.33,rain,0,0,17.2,10.4,146.4,1016.9,56.8,9.6,209.5,17.9,7,10,2024-08-16T06:20:47,2024-08-16T19:59:51,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-08-17,81,68.2,75.1,85.7,68.2,75.8,69.7,84,0.514,100,33.33,rain,0,0,21.5,10.2,149.4,1013.2,94,8.3,86.4,7.2,5,30,2024-08-17T06:21:42,2024-08-17T19:58:30,0.43,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-08-18,83.9,69.4,75,92.3,69.4,76.5,71.4,89,0.501,100,8.33,rain,0,0,32.2,12.5,140.2,1008.7,77.3,9.3,151.8,13.3,7,60,2024-08-18T06:22:37,2024-08-18T19:57:07,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-08-19,83.9,69.2,75.5,87,69.2,76.2,67.6,78.4,0.032,100,4.17,rain,0,0,25.3,14.6,300.9,1007,82.6,9.9,210.6,18.3,7,30,2024-08-19T06:23:32,2024-08-19T19:55:44,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"C1550,99999913752,72406093721,KBWI"
"Baltimore, MD, United States",2024-08-20,73.8,60.4,68.5,73.8,60.4,68.5,53.9,60.7,0,0,0,,0,0,25.4,13.6,324.8,1014.4,68.5,9.9,302.6,26.2,10,10,2024-08-20T06:24:28,2024-08-20T19:54:19,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,KMTN"
"Baltimore, MD, United States",2024-08-21,74.9,53.7,64.4,74.9,53.7,64.4,50.1,62.6,0,0,0,,0,0,21.9,12.7,306.2,1019.7,31.1,9.9,294.3,25.3,10,10,2024-08-21T06:25:23,2024-08-21T19:52:54,0.57,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-08-22,77.6,54.3,66.4,77.6,54.3,66.4,52,63.6,0,0,0,,0,0,17.2,9.2,307.2,1023.1,23.5,9.9,227.7,19.7,10,10,2024-08-22T06:26:18,2024-08-22T19:51:28,0.6,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-08-23,81.3,56.1,69.1,80.5,56.1,69,54.4,63.8,0,0,0,,0,0,11,7.8,132.3,1025.6,10.5,9.9,294.7,25.5,10,10,2024-08-23T06:27:13,2024-08-23T19:50:01,0.64,Clear,Clear conditions throughout the day.,clear-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-08-24,83,57.5,70.5,83.7,57.5,70.7,59.6,70.6,0,0,0,,0,0,13.4,8.8,156.4,1024.6,29.9,9.9,260.6,22.5,9,10,2024-08-24T06:28:08,2024-08-24T19:48:33,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-08-25,85.1,62.4,73.8,86.2,62.4,74.2,61.5,67.2,0,0,0,,0,0,16.8,10.1,157,1023.5,26.4,9.9,275.3,23.8,9,10,2024-08-25T06:29:03,2024-08-25T19:47:05,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-08-26,88.7,68,75.5,93.9,68,76.6,67.7,77.9,0.039,100,16.67,rain,0,0,14.5,8.6,170.7,1020.8,48.2,9.8,216.8,18.8,9,30,2024-08-26T06:29:58,2024-08-26T19:45:36,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-08-27,89.5,65.4,77.6,90.7,65.4,78.4,65.9,71.1,0.006,100,4.17,rain,0,0,13.2,8.2,153.9,1018.8,19.7,9.5,284.5,24.7,10,10,2024-08-27T06:30:53,2024-08-27T19:44:06,0.78,Rain,Clear conditions throughout the day with early morning rain.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-08-28,93.8,73.3,83.6,102.4,73.3,87.9,70.3,65.6,0.002,100,4.17,rain,0,0,31.1,12.9,238.2,1016,47.2,9.9,259,22.6,9,30,2024-08-28T06:31:48,2024-08-28T19:42:35,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-08-29,85.8,71.1,79.1,94.6,71.1,82.1,72.9,81.8,0.113,100,20.83,rain,0,0,24.2,13.6,84,1019.8,78.4,9.7,151.7,13.2,9,30,2024-08-29T06:32:43,2024-08-29T19:41:04,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-08-30,75,70,71.9,75,70,71.9,69,90.8,0.029,100,16.67,rain,0,0,23.5,11.2,75.2,1022.5,99.8,8.3,45.5,3.9,3,10,2024-08-30T06:33:37,2024-08-30T19:39:32,0.88,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-08-31,80.8,70.6,75,84.5,70.6,75.5,70.1,85.4,0.008,100,8.33,rain,0,0,12.8,7.6,128.7,1018.3,91.7,9.4,118.6,10.2,5,10,2024-08-31T06:34:32,2024-08-31T19:38:00,0.92,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-09-01,86.5,70,77.5,92.4,70,79.5,70.9,81.3,0,0,0,,0,0,15.7,9.2,223.3,1013.1,73.7,9.9,193.6,16.6,7,30,2024-09-01T06:35:27,2024-09-01T19:36:27,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-09-02,81,65,73.9,79.8,65,73.8,57.2,59.3,0,0,0,,0,0,25.5,13.9,331.9,1017,44.1,9.9,277.8,24,9,10,2024-09-02T06:36:21,2024-09-02T19:34:54,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-09-03,75.6,55.9,66.4,75.6,55.9,66.4,46.4,50.8,0,0,0,,0,0,24.2,13.8,40.4,1026.2,25.7,9.9,278.9,24.3,9,10,2024-09-03T06:37:16,2024-09-03T19:33:20,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-09-04,76.9,53.7,66,76.9,53.7,66,52.2,64.2,0,0,0,,0,0,21.9,13.1,81.9,1029.3,58.5,9.9,275.2,23.8,9,10,2024-09-04T06:38:10,2024-09-04T19:31:46,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-09-05,78.3,56.7,67.5,78.3,56.7,67.5,57.2,71.5,0,0,0,,0,0,15.2,10,68.5,1026.7,30.6,9.9,272.3,23.7,9,10,2024-09-05T06:39:05,2024-09-05T19:30:11,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-09-06,79.8,61.5,70.1,79.8,61.5,70.1,61.5,75.8,0,0,0,,0,0,13.6,7.1,112.7,1018.8,64,9.9,169.3,14.6,8,10,2024-09-06T06:39:59,2024-09-06T19:28:36,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-09-07,74.3,57.2,66.2,74.3,57.2,66.2,61,83.6,0.008,100,4.17,rain,0,0,30.2,18.7,269.4,1012,77.2,9.7,86.8,7.6,6,10,2024-09-07T06:40:54,2024-09-07T19:27:01,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-09-08,72.6,46.9,60.9,72.6,43.5,60.7,45.1,60,0,0,0,,0,0,22.9,11.2,272.8,1017.9,22.7,9.9,270.5,23.5,9,10,2024-09-08T06:41:48,2024-09-08T19:25:25,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-09-09,78.7,46.7,63.8,78.7,44.8,63.6,44.3,55,0.004,100,4.17,rain,0,0,15.2,9.7,258.3,1020.4,9.9,9.9,263.7,22.7,9,10,2024-09-09T06:42:43,2024-09-09T19:23:49,0.22,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-09-10,84.8,54.5,69.6,83.3,54.5,69.4,53.3,59.5,0.003,100,8.33,rain,0,0,19.4,10.3,316.5,1019.6,9.1,9.9,254,22,9,10,2024-09-10T06:43:37,2024-09-10T19:22:12,0.25,Rain,Clear conditions throughout the day with rain.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-09-11,83.9,58.6,71.1,82.8,58.6,70.9,58.3,67.8,0.008,100,4.17,rain,0,0,17.2,10.4,98.7,1021.2,11,9.9,252.3,21.7,9,10,2024-09-11T06:44:32,2024-09-11T19:20:36,0.25,Rain,Clear conditions throughout the day with early morning rain.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-09-12,80.7,60.8,71.3,80.8,60.8,71.3,60.2,70.9,0,0,0,,0,0,13,8.6,79,1022.9,35,9.6,252.3,21.7,9,10,2024-09-12T06:45:26,2024-09-12T19:18:59,0.32,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-09-13,80.7,63.3,71.4,82.2,63.3,71.5,64.2,79.4,0,0,0,,0,0,15.4,7.7,52.1,1023.3,66.4,9.8,138.2,11.8,6,10,2024-09-13T06:46:21,2024-09-13T19:17:22,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-09-14,83.3,60.7,72.2,83.4,60.7,72.1,59.7,68.7,0,0,0,,0,0,21.9,12,74.1,1023.2,25.2,9.9,242,20.8,8,10,2024-09-14T06:47:16,2024-09-14T19:15:44,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-09-15,83.3,59.6,71.2,82.9,59.6,71.2,59.5,69,0,0,0,,0,0,24.2,16.2,81.3,1025.3,52.3,9.9,245.5,21.3,9,10,2024-09-15T06:48:10,2024-09-15T19:14:07,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-09-16,77.2,62,69.3,77.2,62,69.3,59.8,72.5,0,0,0,,0,0,21.9,13.6,53.4,1024.5,83.3,9.9,162.9,14,5,10,2024-09-16T06:49:05,2024-09-16T19:12:30,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-09-17,78.2,70,72.5,78.2,70,72.5,66.4,81.4,0.013,100,16.67,rain,0,0,24.2,14.5,60.8,1020.5,94.2,9,97.3,8.5,5,10,2024-09-17T06:50:00,2024-09-17T19:10:52,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-09-18,76.8,68.1,71.1,76.8,68.1,71.1,67.8,89.6,0.267,100,41.67,rain,0,0,21,12.6,44.2,1016.2,96.5,8.4,96.4,8.3,5,10,2024-09-18T06:50:55,2024-09-18T19:09:15,0.52,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"99999913752,C1550,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-09-19,85.8,66.2,74.3,84.5,66.2,74.2,62.4,69.2,0.003,100,8.33,rain,0,0,25.3,7.6,346.5,1012.6,67.2,9.9,209.8,18.2,8,10,2024-09-19T06:51:50,2024-09-19T19:07:37,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-09-20,82.9,62.5,72.6,83.6,62.5,72.7,61.2,69.4,0.002,100,8.33,rain,0,0,14.5,9.1,99.6,1013,36,9.9,204.5,17.7,8,10,2024-09-20T06:52:45,2024-09-20T19:05:59,0.59,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-09-21,79.1,68.1,73.2,79.1,68.1,73.2,66.2,79.3,0.008,100,4.17,rain,0,0,14.3,8.6,142.1,1014.6,82.2,9.9,122,10.5,4,10,2024-09-21T06:53:40,2024-09-21T19:04:22,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
"Baltimore, MD, United States",2024-09-22,72.5,65.2,68.9,72.5,65.2,68.9,64,85.2,0.407,100,20.83,rain,0,0,21.9,17.1,92.6,1015.2,87.7,9.1,108,9.3,6,10,2024-09-22T06:54:35,2024-09-22T19:02:44,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"C1550,99999913752,72406093721,KBWI,72406793744,KMTN"
